Scientific Name,Common Name,Family,Max Rooting Depth (m),Max Rooting Depth (feet),CA Phreatophytes,Reference,Location,Biome,Soil Type,Growth form,Method,Life span,Lat,Long,USDA soil texture,Native,GW Use
Allionia incarnata,,Nyctaginaceae,0.37,1.21,,Forseth et al. 1984,"Death Valley, California, USA",subtropical semi-desert,sand to silt,prostrate forb,,annual,36.5323,-116.9325,Si,,
Alnus incana,Gray alder,,0.7,2.30,1,Kutschera & Lichtenegger. 2002,,,,,,,,,,1,
Alnus incana ssp. tenuifolia,Mountain Alder,,,,1,,,,,,,,,,,1,
Alnus rhombifolia,White Alder,,,,1,,,,,,,,,,,1,
Alnus rubra,Red Alder,,,,1,,,,,,,,,,,1,
Alnus spp.,,,,,1,,,,,,,,,,,,
Alnus viridis,,,4,13.12,1,"Kourik, R. 2015. Understanding Roots…discover how to make your garden flourish. Metamorphic Press, Occidental, CA.",,,,,,,,,,1,
Aloe littoralis,Windhoek Aloe,,0.4,1.31,,"Kutschera‐Mitter, 1996","near Windhoek,",semiarid desert,,leaf succulent shrub,excavation,,,,,,
Aloe sp.,,,0.65,2.13,,"Glover, 1950",British Somaliland,semi‐arid desert,alluvial sand,herb,excavation,,,,,,
Amaranthus palmeri,,,0.15,0.49,,"Cannon, 1911","Sonoran Desert,",arid desert,"adobe clay, amlpais (from",herb,excavation,,,,,,
Amaranthus palmeri,,Amaranthaceae,0.37,1.21,,Forseth et al. 1984,"Death Valley, California, USA",subtropical semi-desert,sand to silt,forb,,annual,36.5323,-116.9325,Si,,
Amaranthus palmeri,,Amaranthaceae,0.78,2.56,,Forseth et al. 1984,"Death Valley, California, USA",subtropical semi-desert,sand to silt,forb,,annual,36.5323,-116.9325,Si,,
Ambrosia acanthicarpa,bursage,,1.8,5.91,,"Klepper et al., 1985","Hanford, SC Washington",semi‐arid shrub‐steppe,sandy‐loam to silty loam,forb,excavation,,,,,,
Ambrosia acanthicarpa,,Asteraceae,1.33,4.36,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,annual,46.6475,-119.5986,LoSa,,
Ambrosia acanthicarpa,,Asteraceae,1.65,5.41,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,annual,46.6475,-119.5986,LoSa,,
Ambrosia acanthicarpa,,Asteraceae,1.65,5.41,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,annual,46.6475,-119.5986,LoSa,,
Ambrosia acanthicarpa,,Asteraceae,1.67,5.48,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,annual,46.6475,-119.5986,LoSa,,
Ambrosia acanthicarpa,,Asteraceae,1.8,5.91,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,annual,46.6475,-119.5986,LoSa,,
Ambrosia dumosa,"burroweed, white",,0.5,1.64,1,"Wallace et al., 1980","Mojave desert,",Arid desert,,shrub,excavation,,,,,,
Ambrosia dumosa,,Asteraceae,0.7,2.30,1,Fonteyn & Mahall 1981,"S California, USA",subtropical desert,,semi-shrub,,perennial,34.33,-116.53,,,
Ambrosia psilostachya,western ragweed,,0.99,3.25,,"Sperry, 1935",Illinoise,temperate deciduous,coarse yellow sand,herb,excavation,,,,,,
Ambrosia psilostachya,Western Ragweed/Naked-spike Ambrosia,Asteraceae,1.8,5.91,,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",Kansas,short-grass prairie,silty clay loam,Herbaceous perennial: Clonal forb,Excavation,,,,,1,
Ambrosia salsola,,,,,,,,,,,,,,,,1,
Amelanchier sanguinea,"June berry, choke",,0.61,2.00,,"Cheyney, 1929, 1932",Northern Minnesota,Boreal forest,coarse sand,shrub,excavation,,,,,,
Amelanchier sp.,"shadbush, shadwood",,> 0.3(rhizome),> 0.98 (rhizome),,"Whittle et al., 1998","eastern Ontario,",Boreal forest,humo‐ferricpodzol in fine,shrub (clonal),excavation,,,,,,
Amorpha canescens,leadplant,,1.98,6.50,,"Stoeckeler, 1938",NC North Dokota,temperate steppe,deep dune sand,herb,hydraulicexcavatio,,,,,,
Amorpha canescens,leadplant,,2.29,7.51,,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,herb,excavation,,,,,,
Amorpha canescens,leadplant,,3.91,12.83,,"Weaver, 1919","Subclimax Prairies, near",prairie‐ chaparral,more adundance of,herb,excavation,,,,,,
Anabasis articulata,,,> 3.5,>11.48,,"Veste & Breckle, 1996","Israel, Negev desert, duns",arid desert,dune sand,shrub (salt‐ tolerant,excavation,,,,,,
Anabasis salsa,,,2,6.56,,"Baitulin, 1996",Southern Kazakhstan,xeric shrubland,saline crust,"shrub, stem succulent",excavation,,,,,,
Anacardium excelsum,wild cashew or espavé,,0.6,1.97,,"Johnson et al., 2013","outside Panama,",seasonal‐dry tropical,Ancon clay with ≥ 25% clay and ≥,host tree,soil coring,,,,,,
Anacardium excelsum,,,> 4.3,>14.12,,"Sierra et al., 2007","near Guacabe,",Tropical moist pre‐,"sandy, low fertility, acidic",tree,excavation,,,,,,
Andira humilis,,,18,59.06,,"Rawitscher, 1948",Emas (Pirassununga,Campo Cerrado (tree,"deep, homogeneous",small tree,deep wells (shafts),,,,,,
Andropogon furcatus,bluestem,,1.08,3.54,,"Sperry, 1935",Illinoise,temperate deciduous,coarse yellow sand,grass,excavation,,,,,,
Andropogon furcatus,bluestem,,1.13,3.71,,"Sperry, 1935",Illinoise,temperate deciduous,"brown Silt Loam on Drift, well",grass,excavation,,,,,,
Andropogon furcatus,bluestem,,1.18,3.87,,"Sperry, 1935",Illinoise,temperate deciduous,brown silt loam,grass,excavation,,,,,,
Andropogon furcatus,bluestem,,1.77,5.81,,"Sperry, 1935",Illinoise,temperate deciduous,"black clay loam, high lime",grass,excavation,,,,,,
Andropogon furcatus,bluestem,,2.08,6.82,,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,bunch grass,excavation,,,,,,
Andropogon furcatus,bluestem,,2.82,9.25,,"Weaver, 1919","Subclimax Prairies, near",prairie‐ chaparral,mellow loess,bunch grass,excavation,,,,,,
Andropogon hallii,sand bluestem,,0.69,2.26,,"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,dune sand,bunch grass,excavation,,,,,,
Andropogon nutans,glodstem,,1.5,4.92,,"Weaver, 1919",Prairies of E. Nebraska,prairie,clay loam for 1.07m over pure,bunch grass,excavation,,,,,,
Andropogon scoparius,little bluestem,,1.12,3.67,,"Sperry, 1935",Illinoise,temperate deciduous,coarse yellow sand,grass,excavation,,,,,,
Andropogon scoparius,little bluestem,,0.71,2.33,,"Weaver, 1919",Prairies of E. Nebraska,prairie,gravelly mixed withsand,bunch grass,excavation,,,,,,
Andropogon scoparius,little bluestem,,1.65,5.41,,"Weaver, 1919",Prairies of E. Nebraska,prairie,clay loam over clay,bunch grass,excavation,,,,,,
Andropogon scoparius,little bluestem,,1.82,5.97,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",bunch grass,excavation,,,,,,
Andropogon sp.,"beard grass, bluestem",,3.3,10.83,,"Jackson et al., 2002","Engeling, TX",savanna and woodland,,grass,soil coring,,,,,,
Androsace subumbellata,pygmyflower,,0.1,0.33,,"Daubenmire, 1941","Medicine Bowel Range,",alpine tundra,stony scree,forb,exavation,,,,,,
Anemone patens var.,Pasque Flower,,0.48,1.57,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,0.51,1.67,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,0.61,2.00,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,0.68,2.23,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,0.78,2.56,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,0.81,2.66,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,0.86,2.82,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,0.91,2.99,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Anemone patens var.,Pasque Flower,,1.22,4.00,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,gravel subsoil,forb,trenchwall,,,,,,
Anemopsis californica,Yerba Mansa,Saururaceae,0.12,0.39,1,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",Arizona,Stream bank,NR,,Excavation,,,,,1,
Anisophyllea disticha,,,0.3,0.98,,"Becker et al., 1999","Brunei, Andulau",Tropical rainfores,"2‐15cm O, clay‐sand, clay",small tree,excavation,,,,,,
Annona dioica,,,0.8 +/- 0.1,2.62 +/-0.33,,"Salis et al., 2014","Nhecolândia Pantanal,",Tropical savanna,"sandy Spodosols, 94‐",subshrub,excavation,,,,,,
Annona dioica,,,0.7+/- 0.2,2.30 +/- 0.66,,"Salis et al., 2014","Nhecolândia Pantanal,",Tropical savanna,"sandy Spodosols, 94‐",subshrub,excavation,,,,,,
Anona squamosa,custard apple,,4.29,14.07,,"Howard, 1925","Pusa, N Bihar, India, on the",orchards and rice fields,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Antennaria dioica,"mountain everlasting,",,0.095,0.31,,"Jonasson & Callaghan,",Sweedish Lapland,tundra,,forb,excavation,,,,,,
Antennaria racemosa ?,,Asteraceae,1.79,5.87,,Weaver 1917,"SE Washington, USA",palouse prairie,silt loam,forb,,perennial,46.5,-117.1,SiLo,,
Antheropeas wallacei,,Asteraceae,0.1,0.33,,Forseth et al. 1984,"Death Valley, California, USA",temperate desert,sand,forb,,annual,36.5323,-116.9325,Sa,,
Anthyllis cytisoides,,,1.5,4.92,,"Archer et al., 2002","Almeria, SE Spain",Dry Mediterrane,alluvial loamy sands and fine,shrub,coring,,,,,,
Anthyllis henoniana,,,1.2,3.94,,"Derbel and Chaieb, 2012",Central Tunisia,Saharian desert,loamy sand,xerophytic shrub,excavation,,,,,,
Anthyllis vulneraria,Common kidneyvetch,,1.7,5.58,,Lichtenegger & Kutschera‐,,,,legumous forb,excavation,,,,,,
Antidesma cf. leucopodum,,,1.5,4.92,,"Becker et al., 1999","Brunei, Andulau",Tropical rainfores,"2‐15cm O, clay‐sand, clay",small tree,excavation,,,,,,
Aphanostephus,faintcrown,,1.4,4.59,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Aplopappus heterophyllus,,,,,1,,,,,,,,,,,,
Aplopappus lanuginosus,woolly mock goldenweed,,> 2.0,> 6.56,,Spence 1937,"Boise, Idaho",semi‐arid shrub‐steppe,"loose coarse granite, high",forb / subshrub,trenchwall,,,,,,
Apocynum androsaemifolium,fly‐trap dogbane,,1.22,4.00,,"Weaver, 1919","near Pike's Peak,",Gravel‐slide community,gravel,herb,excavation,,,,,,
Apocynum androsaemifolium,fly‐trap dogbane,,> 0.3(rhizome),> 0.98 (rhizome),,"Whittle et al., 1998","eastern Ontario,",Boreal forest,humo‐ferricpodzol in fine,forb (rapid spreading by,excavation,,,,,,
Apodytes dimidiata,White Pear,,6.1,20.01,,"Kerfoot, 1963","Mbeya Peak, SW Tanzania",Afromontane forest,Gneissic‐derived sandy loam,tree,excavation,,,,,,
Aragallus lambertii,,,2.44,8.01,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Araucaria araucana K.,"monkey puzzle tree,",,0.6,1.97,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy soil,tree,excavation,,,,,,
Araucaria cunninghamii,"hoop pine, colonial",,3.2,10.50,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam to sand,tree,excavation,,,,,,
Arbutus unedo,strawberry tree,,10,32.81,,"Nijland et al., 2010",S. France,Mediterrane an,"Shallow soil, with mostly",shrub,elec.Resis.,,,,,,
Arbutus unedo,strawberry tree,,4.7,15.42,,"Nijland et al., 2010",S. France,Mediterrane an,"Shallow soil, with mostly",shrub,elec.Resis.,,,,,,
Arbutus unedo,strawberry tree,,7,22.97,,"Nijland et al., 2010",S. France,Mediterrane an,"Shallow soil, with mostly",shrub,elec.Resis.,,,,,,
Arbutus unedo,strawberry tree,,7.5,24.61,,"Nijland et al., 2010",S. France,Mediterrane an,"Shallow soil, with mostly",shrub,elec.Resis.,,,,,,
Arbutus unedo,strawberry tree,,9,29.53,,"Nijland et al., 2010",S. France,Mediterrane an,"Shallow soil, with mostly",shrub,elec.Resis.,,,,,,
Arbutus unedo,strawberry tree,,0.3,0.98,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,schist lithossols,shrub or small tree,excavation,,,,,,
Arctostaphylos glandulosa,Eastwood's manzanita,,> 2.74,> 8.99,,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,"sandy loam, on loose rock",shrub,excavation,,,,,,
Arctostaphylos glandulosa,Eastwood's manzanita,,5.18,16.99,,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,either gravel terraces or,shrub,road cut,,,,,,
Arctostaphylos glandulosa,Eastwood's manzanita,Ericaceae,5.18,16.99,,Hellmers et al. 1955,"California, USA",mediterranean sclerophyllous shrubland,granitic bedrock,shrub,,perennial,34.2,-117.76,Ro,,
Arctostaphylos glauca,Bigberry manzanita,,> 2.59,>8.99,,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,"sandy loam (0.15m), loose",shrub,excavation,,,,,,
Arctostaphylos glauca,Bigberry manzanita ,Ericaceae,0.3,0.98,,Miller & Ng 1977,"California, USA",mediterranean sclerophyllous shrubland,sandy loam over decomposed granite,shrub,,perennial,36.7783,-119.4179,SaLo,,
Arctostaphylos glauca,Bigberry manzanita ,Ericaceae,2.59,8.50,,Hellmers et al. 1955,"California, USA",mediterranean sclerophyllous shrubland,coarse gravel on granodiorite,shrub,,perennial,34.2,-117.76,Sa,,
Arctostaphylos glutinosa,Schreiber's manzanita,Ericaceae,2.5,8.20,,Davis 1972,"California, USA",mediterranean sclerophyllous shrubland,shallow on fractured shale,shrub,,perennial,37.01,-122.2,Ro,,
Arctostaphylos pallida,,Ericaceae,4,13.12,,Davis 1972,"California, USA",mediterranean sclerophyllous shrubland,shallow on fractured shale,shrub,,perennial,37.76,-122.16,Ro,,
Arctostaphylos patula,greenleaf manzanita,,2,6.56,,"Rose et al., 2003","Southern Sierras, CA",Mediterrane an woodland,coarse loamy,shrub,soil/rocksampling +,,,,,,
Arctostaphylos uva‐ursi,Kinnikinnick,,0.61,2.00,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,"3‐5cm litter, 25cm dark stony",woody ground cover,exavation,,,,,,
Arctostaphylos uva‐ursi,Kinnikinnick,,0.61,2.00,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,loose fine grey sand on,woody ground cover,exavation,,,,,,
Arctostaphylos uva‐ursi,Kinnikinnick,,0.91,2.99,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,"5cm litter, 20cm coarse gravely",woody ground cover,exavation,,,,,,
Arenaria aequicaulis A.,spring sandwort,,0.15,0.49,,"Daubenmire, 1941","Medicine Bow Range,",alpine tundra,stony scree,forb,exavation,,,,,,
Arenaria sajanensis,,,0.4,1.31,,"Daubenmire, 1941","Medicine Bow Range,",alpine tundra,stony scree,forb,exavation,,,,,,
Argemone platyceras,prickly poppy,,3.66,12.01,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Argentina egedii,Pacific Silverweed/Egede's Cinquefoil,,,,,,,,,,,,,,,1,
Aristea major,,,1.45,4.76,,"Higgins et al., 1987","E of Cape Town, South","mountain fynbos,","loamy sand, with quartzite",geophyte,excavation,,,,,,
Aristida oligantha,prairie threeawn,,1.02,3.35,,"Weaver, 1919",Prairies of E. Nebraska,prairie,clay‐loam,bunch grass,excavation,,,,,,
Aristida pungens,Drinn,,0.08,0.26,,"Price, 1911","Ain Sefra, NW Algeria","arid desert, Sahara",dune sand,grass,excavation,,,,,,
Aristida purpurea,purple threeawn,,0.95,3.12,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,fine loamy,grass,excavation,,,,,,
Aristida purpurea,purple threeawn,,1.7,5.58,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,grass,excavation,,,,,,
Aristida purpurea,purple threeawn,,1.3,4.27,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",bunch grass,excavation,,,,,,
Aristolochia Giberti,,,1.8,5.91,,"Rawitscher, 1948",Emas (Pirassununga,Campo Cerrado (tree,"deep, homogeneous",shrub,deep wells (shafts),,,,,,
Armeniaca vulgaris,Wild apricot,,3.6,11.81,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,tree,trench,,,,,,
Artemisia californica,California Sagebrush,,,,,,,,,,,,,,,1,
Artemisia cana,Silver Sagebrush,,,,,,,,,,,,,,,1,
Artemisia douglasiana,Douglas' Wormwood,,,,,,,,,,,,,,,1,
Artemisia dracunculus,Dragon Wormwood,Asteraceae,2.1,6.89,,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",NR,NR,NR,Herbaceous perennial: Clonal fb/sbshrb,NR,,,,,1,
Artemisia filifolia,sand sagebrush,,3.35,10.99,,"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,dune sand,shrub,excavation,,,,,,
Artemisia frigida,fringed sagebrush,,0.51,1.67,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,0.66,2.17,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,0.66,2.17,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,0.78,2.56,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,0.81,2.66,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,0.88,2.89,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,sand,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,1.02,3.35,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,1.47,4.82,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,1.47,4.82,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,woody shrub,trenchwall,,,,,,
Artemisia frigida,fringed sagebrush,,2.36,7.74,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",small shrub,excavation,,,,,,
Artemisia herba‐alba,,,0.35,1.15,,"Badia et al., 2011","Bajo Cinca, NE Spain",Mediterran desert,"thin loam, with stone",nitrohalophilous herb,soil pits,,,,,,
Artemisia rothrockii,Rothrock Sagebrush,,,,,,,,,,,,,,,1,
Artemisia santolinifolia,,,1.4,4.59,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,shrub,trench,,,,,,
Artemisia spinescens,Bud sage,Asteraceae,1.28,4.20,,Manning & Groeneveld 1989,"E California, USA",temperate desert,rocky sandy loam,semi-shrub,,perennial,37.16666667,-118.2833333,SaLo,,
Artemisia spinescens,Bud sage,Asteraceae,1.28,4.20,,"Schenk, H. J. and Jackson, R. B. 2002. The Global Biogeography of Roots. Ecological Monographs, 72: 311–328. doi:10.1890/0012-9615(2002)072[0311:TGBOR]2.0.CO;2.",E California,temperate desert,rocky sandy loam,semi-shrub perennial,,,,,,1,
Artemisia terra‐albae,,,0.97,3.18,,"Baitulin, 1996",Southern Kazakhstan,xeric shrubland,loamy Sierozem,"shrub, sclerophyte",excavation,,,,,,
artemisia tridentata,big sagebrush,,2.5,8.20,,"Klepper et al., 1985","Hanford, SC Washington",semi‐arid shrub‐steppe,sandy‐loam to silty loam,shrub,excavation,,,,,,
artemisia tridentata,big sagebrush,,2.15,7.05,,"Link et al., 1994","Hanford, SC Washington",semi‐arid shrub‐steppe,silty loam,shrub,soil coring,,,,,,
artemisia tridentata,big sagebrush,,0.55,1.80,,"Pearson, 1965","Rexburg, E Idaho",semi‐arid shrub‐steppe,sandy loam of lava origin,shrub,excavation,,,,,,
artemisia tridentata,big sagebrush,,2.25,7.38,,"Reynolds & Fraley, 1989","E of Idaho Falls, ID",semi‐arid shrub‐steppe,aeolian sandy loam and loess,shrub,32P radiotracer,,,,,,
artemisia tridentata,big sagebrush,,2.5,8.20,,"Reynolds & Fraley, 1989","E of Idaho Falls, ID",semi‐arid shrub‐steppe,clayey silt,shrub,32P radiotracer,,,,,,
artemisia tridentata,big sagebrush,,2.5,8.20,,Richards & Caldwell 1987,"Logan, Utah",semi‐arid shrub‐steppe,gravelly loam to sandy loam,shrub,excavation,,,,,,
artemisia tridentata,big sagebrush,,1.52,4.99,,"Sturges & Trlic A, 1978",SC Wyoming,temperate steppe,Loamy‐skeletal,shrub,excavation,,,,,,
artemisia tridentata,big sagebrush,,2.13,6.99,,"Sturges & Trlic A, 1978",SC Wyoming,temperate steppe,Loamy‐skeletal,shrub,excavation,,,,,,
